bang,cot,kieu,nhom,vai_tro,khuyet_pct,so_gia_tri_khac_nhau,min,p25,trung_vi,p75,p99,max,do_lech_bowley,ty_so_duoi_p99_p50,xu_ly_khuyet,bien_doi,ma_hoa,cach_ma_hoa,chan_ngoai_lai
dim_warehouses,warehouse_name,character varying,văn bản / phân loại,đặc trưng,0.0,39,6.0,,,,,44.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_warehouses,address,character varying,văn bản / phân loại,đặc trưng,41.026,23,3.0,,,,,96.0,,,"khuyết 41.026% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_warehouses,warehouse_type,integer,số rời rạc,BỎ — hằng số,97.436,1,0.0,0.0,0.0,0.0,0.0,0.0,,,"khuyết 97.436% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_warehouses,warehouse_type_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,2.564,2,3.0,,,,,7.0,,,"gộp vào nhóm ""(không rõ)""",—,nhị phân 0/1,nhị phân 0/1,—
dim_warehouses,min_stock_qty,double precision,số rời rạc,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_warehouses,dms_site_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,71.795,11,3.0,,,,,13.0,,,"khuyết 71.795% — giữ CỜ có/không, đừng điền giá trị",—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_warehouses,is_active,boolean,nhị phân,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_warehouses,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,39,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_warehouses,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,39,-1.0,9.5,19.0,28.5,37.62,38.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_warehouses,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_warehouses,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,2,0.0,15.0,15.0,15.0,15.0,15.0,,1.0,không có khuyết thiếu,—,—,—,—
dim_warehouses,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_warehouses,valid_to,timestamp with time zone,thời gian,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_warehouses,is_current,boolean,nhị phân,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_warehouses,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_warehouses,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_weather_locations,city_name,character varying,văn bản / phân loại,đặc trưng,0.0,64,6.0,,,,,17.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_weather_locations,latitude,double precision,số liên tục,đặc trưng,0.0,63,0.0,10.918275,15.8122,20.969625,22.724642,22.8233,0.0262,1.44,không có khuyết thiếu,chuẩn hoá z,—,—,chặn trên IQR = 36.05; không có giá trị vượt
dim_weather_locations,longitude,double precision,số liên tục,đặc trưng,0.0,61,0.0,105.675725,106.18020000000001,107.09832499999999,109.2496,109.3,0.2908,1.03,không có khuyết thiếu,chuẩn hoá z,—,—,chặn trên IQR = 109.23; giá trị lớn nhất vượt 1.0×
dim_weather_locations,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,64,-1.0,15.75,31.5,47.25,62.37,63.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_weather_locations,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_weather_locations,batch_id,bigint,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
dim_weather_locations,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,64,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_weather_locations,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,64,,,,,,,,,không có khuyết thiếu,—,—,—,—
dms_notify_ledger,order_code,character varying,văn bản / phân loại,khoá của dòng — không dùng làm đặc trưng,0.0,67945,6.0,,,,,6.0,,,không có khuyết thiếu,—,—,—,—
dms_notify_ledger,last_notified_at,timestamp with time zone,thời gian,thời gian — dẫn xuất đặc trưng,0.0,5056,,,,,,,,,không có khuyết thiếu,—,—,—,—
dwh_batch_logs,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,241005,0.0,60498.0,120812.0,181100.0,239316.96,241727.0,-0.0002,1.98,không có khuyết thiếu,—,—,—,—
dwh_batch_logs,target_table,character varying,văn bản / phân loại,đặc trưng,0.0,44,7.0,,,,,31.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 44 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dwh_batch_logs,data_from,timestamp with time zone,thời gian,khoá của dòng — không dùng làm đặc trưng,0.0,240642,-inf,,,,,,,,không có khuyết thiếu,—,—,—,—
dwh_batch_logs,data_to,timestamp with time zone,thời gian,khoá của dòng — không dùng làm đặc trưng,0.0,241005,-inf,,,,,,,,không có khuyết thiếu,—,—,—,—
dwh_batch_logs,status,character varying,văn bản / phân loại,đặc trưng,0.0,5,5.0,,,,,10.0,,,không có khuyết thiếu,—,one-hot (5 nhóm),one-hot,—
dwh_batch_logs,row_count,integer,số liên tục,đặc trưng,0.0,5730,0.0,0.0,5.0,117.0,11359.0,2021006.0,0.9145,2271.8,không có khuyết thiếu,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 292.5; giá trị lớn nhất vượt 6909.4×
dwh_batch_logs,duration_ms,integer,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
dwh_batch_logs,error_message,text,văn bản / phân loại,đặc trưng,99.871,24,34.0,,,,,500.0,,,"khuyết 99.871% — giữ CỜ có/không, đừng điền giá trị",—,"mã hoá theo nhãn (target encoding), 24 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dwh_batch_logs,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,179191,,,,,,,,,không có khuyết thiếu,—,—,—,—
dwh_batch_logs,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,241004,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_activities,visit_key,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,asset_key,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,scan_count,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,is_active,boolean,nhị phân,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,,,,,,,,,,,—,—,—,—,—
fact_asset_activities,batch_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,created_at,timestamp with time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_activities,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_audits,visit_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,189998,449308.0,611095.25,716836.5,940580.75,1495816.99,1564541.0,0.3581,2.09,không có khuyết thiếu,—,"189998 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_audits,shop_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,11988,77501.0,95540.0,102881.0,109349.0,210303.7899999998,426087.0,-0.0632,2.04,không có khuyết thiếu,—,"11988 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_audits,asset_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,15393,6.0,11496.0,13877.0,15881.0,27409.0,32962.0,-0.086,1.98,không có khuyết thiếu,—,"15393 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_audits,audit_date,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,0.0,187406,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_audits,qr_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,11237,3.0,,,,,34.0,,,không có khuyết thiếu,—,"11237 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_audits,is_scanned,boolean,nhị phân,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_audits,condition_status,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
fact_asset_audits,notes,text,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
fact_asset_audits,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,216302,207421.0,261496.25,315571.5,439323.75,724630.97,750335.0,0.3918,2.3,không có khuyết thiếu,—,—,—,—
fact_asset_audits,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
fact_asset_audits,batch_id,bigint,số rời rạc,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
fact_asset_audits,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1868,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_audits,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1868,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,20178,1.0,5045.25,10089.5,15133.75,28322.23,56382.0,0.0,2.81,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,469,57090.0,57090.0,57090.0,57090.0,228204.43,241714.0,,4.0,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,serial,character varying,văn bản / phân loại,khoá của dòng — không dùng làm đặc trưng,0.0,20178,1.0,,,,,34.0,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,distributor_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,23,-1.0,-1.0,-1.0,5.0,2597.0,2610.0,1.0,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 23 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,warehouse_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,92.859,8,26.0,27.0,34.0,37.0,38.0,38.0,-0.4,1.12,"khuyết 92.859% — giữ CỜ có/không, đừng điền giá trị",—,one-hot (8 nhóm),one-hot,—
fact_asset_inventory,shop_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,29.621,10981,77499.0,96077.0,103983.0,112582.0,384029.0,426075.0,0.042,3.69,"khuyết 29.621% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"10981 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_inventory,holder_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,32,3.0,,,,,9.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 32 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,holder_name,character varying,văn bản / phân loại,đặc trưng,0.0,32,8.0,,,,,46.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 32 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,qr_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,8.172,11265,0.0,,,,,38.0,,,"khuyết 8.172% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"11265 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_inventory,status,character varying,văn bản / phân loại,đặc trưng,0.0,3,0.0,,,,,7.0,,,không có khuyết thiếu,—,one-hot (3 nhóm),one-hot,—
fact_asset_inventory,is_deleted,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_asset_inventory,asset_code,character varying,văn bản / phân loại,BỎ — hằng số,0.0,1,7.0,,,,,7.0,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,brand_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,20,0.0,,,,,4.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 20 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,model,character varying,văn bản / phân loại,đặc trưng,0.0,84,0.0,,,,,12.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 84 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,capacity,character varying,văn bản / phân loại,đặc trưng,0.0,27,0.0,,,,,5.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 27 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,subinventory_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,2.711,27,0.0,,,,,10.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 27 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_asset_inventory,shop_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,27.49,11305,5.0,,,,,18.0,,,"khuyết 27.49% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"11305 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_asset_inventory,source_updated_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,0.0,1046,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,source_id,bigint,số liên tục,khoá của dòng — không dùng làm đặc trưng,0.0,20178,1.0,5048.25,10097.5,15149.75,20007.23,20209.0,0.0003,1.98,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,13,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,469,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_asset_inventory,supplier,character varying,văn bản / phân loại,đặc trưng,0.099,3,8.0,,,,,10.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (3 nhóm),one-hot,—
fact_asset_placements,shop_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_asset_placements,asset_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
