nguon,la_bang_fact,bang,cot,dang,vai_tro,khuyet_pct,so_gia_tri,luc_luong_pct,hang_so,mo_coi_pct,tre_ngay,diem_thong_tin,danh_gia,tac_dung,muc_bang_chung,cong_vo_dung,can_cu_tac_dung,day_du,cong_thieu,he_qua_neu_bo_qua,quyet_dinh_panel,phan_loai,vao_panel,viec_phai_lam
lược đồ dwh,false,dim_chains,source_system,phân loại,BỎ — hằng số,99.585,1.0,2.5,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_chains,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_chains,valid_to,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,batch_id,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_delivery_status,batch_id,số,BỎ — hằng số,95.146,1.0,20.0,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_delivery_types,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_distributors,account_channel_id,số,BỎ — hằng số,98.876,1.0,100.0,true,0.0,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_distributors,distributor_brand,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_employees,emp_id_hr,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_locators,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_order_status,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_order_types,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_otif_reason,notes,phân loại,BỎ — hằng số,95.455,1.0,100.0,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_otif_reason,source_refs,phân loại,BỎ — rỗng hoàn toàn,100.0,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_price_lists,effective_from,phân loại,BỎ — hằng số,99.725,1.0,100.0,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_price_lists,effective_to,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_brands,description,phân loại,đặc trưng,99.998,5.0,71.429,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_products,pack_size,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_products,sub_brand,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_products,volume,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_products,unit_per_pack,phân loại,BỎ — rỗng hoàn toàn,100.0,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C1 Rỗng hoàn toàn · C2 Khuyết ≥ 95%,Không có quan sát nào để ước lượng. Cột vẫn chiếm chỗ trong mọi bảng xếp hạng và làm người đọc tưởng nguồn đã có.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_products,mt_price_exc_vat,số,BỎ — hằng số,99.725,1.0,14.286,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",THIẾU,C2 Khuyết ≥ 95%,"Phần quan sát còn lại quá mỏng để ước lượng ổn định. Chỉ nên giữ lại dưới dạng cờ có/không, không giữ giá trị.",BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
